"ΟΝΟΜΑΣΙΑ ΦΟΡΕΑ - ΥΠΗΡΕΣΙΑΣ","ΕΠΟΠΤΕΥΟΝ ΥΠΟΥΡΓΕΙΟ","ΝΟΜΙΚΗ ΜΟΡΦΗ - ΕΙΔΟΣ ΥΠΗΡΕΣΙΑΣ","ΤΟΜΕΙΣ ΠΟΛΙΤΙΚΗΣ","ΥΠΑΓΩΓΗ ΣΤΟ ΔΗΜΟΣΙΟ ΤΟΜΕΑ","ΛΟΙΠΕΣ ΠΛΗΡΟΦΟΡΙΕΣ",﻿"URL","FRAMEWORKS","SERVER","CDN","SSL","COPYRIGHT"
"ΕΙΔΙΚΗ ΓΡΑΜΜΑΤΕΙΑ ΣΩΜΑΤΟΣ ΔΙΩΞΗΣ ΟΙΚΟΝΟΜΙΚΟΥ ΕΓΚΛΗΜΑΤΟΣ","ΟΙΚΟΝΟΜΙΚΩΝ","ΕΙΔΙΚΕΣ ΓΡΑΜΜΑΤΕΙΕΣ / ΔΙΟΙΚΗΤΙΚΟΙ ΤΟΜΕΙΣ","","ΕΝΤΟΣ","","https://www.minfin.gr","JavaServer Faces/J2EE/Java Servlet/PHP/Struts/","Apache/Apache Tomcat Coyote/JBoss/Apache 2.2/","yes","yes","Cogent Communications","Copyright Year 2017"
"ΕΙΔΙΚΗ ΓΡΑΜΜΑΤΕΙΑ ΣΩΜΑΤΟΣ ΕΠΙΘΕΩΡΗΤΩΝ ΕΛΕΓΚΤΩΝ ΥΠΕΝ","ΠΕΡΙΒΑΛΛΟΝΤΟΣ ΚΑΙ ΕΝΕΡΓΕΙΑΣ","ΕΙΔΙΚΕΣ ΓΡΑΜΜΑΤΕΙΕΣ / ΔΙΟΙΚΗΤΙΚΟΙ ΤΟΜΕΙΣ","","ΕΝΤΟΣ","","docplayer.gr","","nginx/","yes","yes","Hetzner","N/A"
"ΕΙΔΙΚΗ ΓΡΑΜΜΑΤΕΙΑ ΥΔΑΤΩΝ","ΠΕΡΙΒΑΛΛΟΝΤΟΣ ΚΑΙ ΕΝΕΡΓΕΙΑΣ","ΕΙΔΙΚΕΣ ΓΡΑΜΜΑΤΕΙΕΣ / ΔΙΟΙΚΗΤΙΚΟΙ ΤΟΜΕΙΣ","","ΕΝΤΟΣ","","www.ypeka.gr","ASP.NET 2.0/Adobe Dreamweaver/ASP.NET Ajax/Shockwave Flash Embed/ASP.NET/","IIS/IIS 6/Apache/Apache 2.4/","N/A","N/A","Dedicated Hosting","N/A"
"ΕΙΔΙΚΗ ΔΙΕΥΘΥΝΣΗ ΕΛΕΓΧΟΥ ΕΘΝΙΚΩΝ ΚΑΙ ΚΟΙΝΟΤΙΚΩΝ ΔΑΠΑΝΩΝ ΚΑΙ ΚΑΤΑΠΟΛΕΜΗΣΗΣ ΑΠΑΤΗΣ ΚΑΙ ΔΙΑΦΘΟΡΑΣ","ΟΙΚΟΝΟΜΙΚΩΝ","ΥΠΗΡΕΣΙΕΣ ΕΙΔΙΚΟΥ ΣΚΟΠΟΥ","","ΕΝΤΟΣ","","https://www.minfin.gr","JavaServer Faces/J2EE/Java Servlet/PHP/Struts/","Apache/Apache Tomcat Coyote/JBoss/Apache 2.2/","yes","yes","Cogent Communications","Copyright Year 2017"
"ΕΙΔΙΚΟ ΚΕΝΤΡΟ ΕΦΟΔΙΑΣΜΟΥ ΜΟΝΑΔΩΝ ΣΤΡΑΤΟΥ","ΕΘΝΙΚΗΣ ΑΜΥΝΑΣ","ΥΠΗΡΕΣΙΕΣ ΕΙΔΙΚΟΥ ΣΚΟΠΟΥ","","ΕΝΤΟΣ","","https://ekems.army.gr/","PHP/","","N/A","N/A","self hosted","N/A"
"ΕΙΔΙΚΟ ΝΠΙΔ ΕΤΑΙΡΕΙΑ ΑΞΙΟΠΟΙΗΣΕΩΣ ΚΑΙ ΔΙΑΧΕΙΡΙΣΕΩΣ ΤΗΣ ΠΕΡΙΟΥΣΙΑΣ ΤΗΣ ΑΚΑΔΗΜΙΑΣ ΑΘΗΝΩΝ","ΠΑΙΔΕΙΑΣ ΕΡΕΥΝΑΣ ΚΑΙ ΘΡΗΣΚΕΥΜΑΤΩΝ","ΝΟΜΙΚΑ ΠΡΟΣΩΠΑ ΙΔΙΩΤΙΚΟΥ ΔΙΚΑΙΟΥ","ΠΑΙΔΕΙΑΣ ΔΙΑ ΒΙΟΥ ΜΑΘΗΣΗΣ ΚΑΙ ΘΡΗΣΚΕΥΜΑΤΩΝ","ΕΚΤΟΣ","","www.minfin.gr","JavaServer Faces/J2EE/Java Servlet/PHP/Struts/","Apache/Apache Tomcat Coyote/JBoss/Apache 2.2/","yes","yes","Cogent Communications","Copyright Year 2017"
"ΕΙΔΙΚΟ ΣΩΜΑ ΕΛΕΓΚΤΩΝ ΣΥΣΤΗΜΑΤΩΝ ΚΑΙ ΠΡΟΓΡΑΜΜΑΤΩΝ ΔΙΑΣΦΑΛΙΣΗΣ ΠΟΙΟΤΗΤΑΣ ΔΗΜΟΣΙΩΝ ΕΡΓΩΝ","ΥΠΟΔΟΜΩΝ ΚΑΙ ΜΕΤΑΦΟΡΩΝ","ΥΠΗΡΕΣΙΕΣ ΚΑΙ ΣΩΜΑΤΑ ΕΠΙΘΕΩΡΗΣΗΣ ΚΑΙ ΕΛΕΓΧΟΥ","ΥΠΟΔΟΜΩΝ","ΕΝΤΟΣ","","publicbodies.org","Express/Heroku Vegur Proxy/","Cowboy/","yes","yes","Cloudflare Hosting","Copyright Year 2013"
"ΕΙΔΙΚΟ ΤΑΜΕΙΟ ΑΝΩΤΑΤΟΥ ΓΕΩΠΟΝΙΚΟΥ ΠΑΝΕΠΙΣΤΗΜΙΟΥ ΑΘΗΝΩΝ","ΠΑΙΔΕΙΑΣ ΕΡΕΥΝΑΣ ΚΑΙ ΘΡΗΣΚΕΥΜΑΤΩΝ","ΝΟΜΙΚΑ ΠΡΟΣΩΠΑ ΔΗΜΟΣΙΟΥ ΔΙΚΑΙΟΥ","ΠΑΙΔΕΙΑΣ ΔΙΑ ΒΙΟΥ ΜΑΘΗΣΗΣ ΚΑΙ ΘΡΗΣΚΕΥΜΑΤΩΝ","ΕΝΤΟΣ","","ecoathinas.pbworks.com","","Nginx 1.13/nginx/","N/A","N/A","self hosted","N/A"
"ΕΙΔΙΚΟ ΤΑΜΕΙΟ ΕΛΕΓΧΟΥ ΠΑΡΑΓΩΓΗΣ ΚΑΙ ΠΟΙΟΤΗΤΑΣ ΑΛΚΟΟΛΗΣ ΚΑΙ ΑΛΚΟΟΛΟΥΧΩΝ ΠΟΤΩΝ","ΑΝΕΞΑΡΤΗΤΗ ΑΡΧΗ ΔΗΜΟΣΙΩΝ ΕΣΟΔΩΝ","ΝΟΜΙΚΑ ΠΡΟΣΩΠΑ ΔΗΜΟΣΙΟΥ ΔΙΚΑΙΟΥ","","ΕΝΤΟΣ","","publicbodies.org","Express/Heroku Vegur Proxy/","Cowboy/","yes","yes","Cloudflare Hosting","Copyright Year 2013"
"ΕΙΔΙΚΟ ΤΑΜΕΙΟ ΟΡΓΑΝΩΣΕΩΣ ΣΥΝΑΥΛΙΩΝ ΚΡΑΤΙΚΗΣ ΟΡΧΗΣΤΡΑΣ ΑΘΗΝΩΝ","ΠΟΛΙΤΙΣΜΟΥ ΚΑΙ ΑΘΛΗΤΙΣΜΟΥ","ΝΟΜΙΚΑ ΠΡΟΣΩΠΑ ΙΔΙΩΤΙΚΟΥ ΔΙΚΑΙΟΥ","ΠΟΛΙΤΙΣΜΟΥ","ΕΝΤΟΣ","","https://diavgeia.gov.gr","","nginx/","yes","yes","self hosted","N/A"
"ΕΙΔΙΚΟ ΤΑΜΕΙΟ ΟΡΓΑΝΩΣΕΩΣ ΣΥΝΑΥΛΙΩΝ ΚΡΑΤΙΚΗΣ ΟΡΧΗΣΤΡΑΣ ΘΕΣΣΑΛΟΝΙΚΗΣ","ΠΟΛΙΤΙΣΜΟΥ ΚΑΙ ΑΘΛΗΤΙΣΜΟΥ","ΝΟΜΙΚΑ ΠΡΟΣΩΠΑ ΙΔΙΩΤΙΚΟΥ ΔΙΚΑΙΟΥ","ΠΟΛΙΤΙΣΜΟΥ","ΕΝΤΟΣ","","https://diavgeia.gov.gr","","nginx/","yes","yes","self hosted","N/A"
"ΕΙΔΙΚΟΣ ΛΟΓΑΡΙΑΣΜΟΣ ΕΠΙΚΟΥΡΗΣΗΣ ΠΡΟΣΩΠΙΚΟΥ ΕΘΝΙΚΗΣ ΤΡΑΠΕΖΑΣ ΤΗΣ ΕΛΛΑΔΟΣ","ΕΡΓΑΣΙΑΣ ΚΟΙΝΩΝΙΚΗΣ ΑΣΦΑΛΙΣΗΣ ΚΑΙ ΚΟΙΝΩΝΙΚΗΣ ΑΛΛΗΛΕΓΓΥΗΣ","ΝΟΜΙΚΑ ΠΡΟΣΩΠΑ ΙΔΙΩΤΙΚΟΥ ΔΙΚΑΙΟΥ","ΚΟΙΝΩΝΙΚΗΣ ΑΣΦΑΛΙΣΗΣ","ΕΚΤΟΣ","","www.aopete.gr","Microsoft Frontpage/Adobe Dreamweaver/ASP.NET Ajax/ASP.NET/","","N/A","N/A","self hosted","N/A"
"ΕΙΔΙΚΟΣ ΛΟΓΑΡΙΑΣΜΟΣ ΟΙΚΟΓΕΝΕΙΑΚΩΝ ΕΠΙΔΟΜΑΤΩΝ ΝΑΥΤΙΚΩΝ","ΕΡΓΑΣΙΑΣ ΚΟΙΝΩΝΙΚΗΣ ΑΣΦΑΛΙΣΗΣ ΚΑΙ ΚΟΙΝΩΝΙΚΗΣ ΑΛΛΗΛΕΓΓΥΗΣ","ΝΟΜΙΚΑ ΠΡΟΣΩΠΑ ΔΗΜΟΣΙΟΥ ΔΙΚΑΙΟΥ","","ΕΝΤΟΣ","","https://diavgeia.gov.gr","","nginx/","yes","yes","self hosted","N/A"
"ΕΚΚΛΗΣΙΑ ΤΗΣ ΕΛΛΑΔΟΣ","ΠΑΙΔΕΙΑΣ ΕΡΕΥΝΑΣ ΚΑΙ ΘΡΗΣΚΕΥΜΑΤΩΝ","ΝΟΜΙΚΑ ΠΡΟΣΩΠΑ ΔΗΜΟΣΙΟΥ ΔΙΚΑΙΟΥ","ΠΑΙΔΕΙΑΣ ΔΙΑ ΒΙΟΥ ΜΑΘΗΣΗΣ ΚΑΙ ΘΡΗΣΚΕΥΜΑΤΩΝ","ΕΚΤΟΣ","","www.ecclesia.gr/","Shockwave Flash Embed/ASP.NET/","Apache/IIS/IIS 6/IIS 8/","N/A","N/A","Hetzner","N/A"
"ΕΚΚΛΗΣΙΑΣΤΙΚΑ ΓΥΜΝΑΣΙΑ","ΠΑΙΔΕΙΑΣ ΕΡΕΥΝΑΣ ΚΑΙ ΘΡΗΣΚΕΥΜΑΤΩΝ","ΑΠΟΚΕΝΤΡΩΜΕΝΕΣ - ΠΕΡΙΦΕΡΕΙΑΚΕΣ ΥΠΗΡΕΣΙΕΣ","ΠΑΙΔΕΙΑΣ ΔΙΑ ΒΙΟΥ ΜΑΘΗΣΗΣ ΚΑΙ ΘΡΗΣΚΕΥΜΑΤΩΝ","ΕΝΤΟΣ","","https://www.alfavita.gr","Shockwave Flash Embed/PHP/Frontpage Extensions/Google Web Designer/","Apache 2.2/Varnish/Apache/nginx 1.0/nginx/","yes","yes","Cloudflare Hosting","N/A"
"ΙΕΡΑΤΙΚΑ ΣΧΟΛΕΙΑ ΔΕΥΤΕΡΗΣ ΕΥΚΑΙΡΙΑΣ","ΠΑΙΔΕΙΑΣ ΕΡΕΥΝΑΣ ΚΑΙ ΘΡΗΣΚΕΥΜΑΤΩΝ","ΑΠΟΚΕΝΤΡΩΜΕΝΕΣ - ΠΕΡΙΦΕΡΕΙΑΚΕΣ ΥΠΗΡΕΣΙΕΣ","ΠΑΙΔΕΙΑΣ ΔΙΑ ΒΙΟΥ ΜΑΘΗΣΗΣ ΚΑΙ ΘΡΗΣΚΕΥΜΑΤΩΝ","ΕΝΤΟΣ","","https://edu.klimaka.gr","PHP/PHP 7/","nginx/","yes","N/A","self hosted","N/A"
"ΕΚΚΛΗΣΙΑΣΤΙΚΑ ΛΥΚΕΙΑ","ΠΑΙΔΕΙΑΣ ΕΡΕΥΝΑΣ ΚΑΙ ΘΡΗΣΚΕΥΜΑΤΩΝ","ΑΠΟΚΕΝΤΡΩΜΕΝΕΣ - ΠΕΡΙΦΕΡΕΙΑΚΕΣ ΥΠΗΡΕΣΙΕΣ","ΠΑΙΔΕΙΑΣ ΔΙΑ ΒΙΟΥ ΜΑΘΗΣΗΣ ΚΑΙ ΘΡΗΣΚΕΥΜΑΤΩΝ","ΕΝΤΟΣ","","https://edu.klimaka.gr","PHP/PHP 7/","nginx/","yes","N/A","self hosted","N/A"
"ΑΝΩΤΑΤΕΣ ΕΚΚΛΗΣΙΑΣΤΙΚΕΣ ΑΚΑΔΗΜΙΕΣ","ΠΑΙΔΕΙΑΣ ΕΡΕΥΝΑΣ ΚΑΙ ΘΡΗΣΚΕΥΜΑΤΩΝ","ΑΠΟΚΕΝΤΡΩΜΕΝΕΣ - ΠΕΡΙΦΕΡΕΙΑΚΕΣ ΥΠΗΡΕΣΙΕΣ","ΠΑΙΔΕΙΑΣ ΔΙΑ ΒΙΟΥ ΜΑΘΗΣΗΣ ΚΑΙ ΘΡΗΣΚΕΥΜΑΤΩΝ","ΕΝΤΟΣ","","https://edu.klimaka.gr","PHP/PHP 7/","nginx/","yes","N/A","self hosted","N/A"
"ΕΛΕΓΚΤΙΚΕΣ ΥΠΗΡΕΣΙΕΣ ΤΕΛΩΝΕΙΩΝ","ΑΝΕΞΑΡΤΗΤΗ ΑΡΧΗ ΔΗΜΟΣΙΩΝ ΕΣΟΔΩΝ","ΥΠΗΡΕΣΙΕΣ ΕΙΔΙΚΟΥ ΣΚΟΠΟΥ","","ΕΝΤΟΣ","","noWebsite","","","","","",""
"ΕΛΛΗΝΙΚΑ ΑΜΥΝΤΙΚΑ ΣΥΣΤΗΜΑΤΑ Ε.Α.Σ. Α.Β.Ε.Ε.","ΕΘΝΙΚΗΣ ΑΜΥΝΑΣ","ΑΝΩΝΥΜΕΣ ΕΤΑΙΡΕΙΕΣ","","ΕΝΤΟΣ","","https://www.eas.gr","","Apache/","yes","N/A","self hosted","N/A"
"ΕΛΛΗΝΙΚΑ ΚΑΥΣΙΜΑ Α.Ε.Ε.","ΠΕΡΙΒΑΛΛΟΝΤΟΣ ΚΑΙ ΕΝΕΡΓΕΙΑΣ","ΑΝΩΝΥΜΕΣ ΕΤΑΙΡΕΙΕΣ","ΕΝΕΡΓΕΙΑΣ","ΕΚΤΟΣ","ΘΥΓΑΤΡΙΚΗ ΤΗΣ ΕΛ.ΠΕ.","https://www.omed.gr","PHP/Perl/","Apache/Apache 2.2/","yes","yes","self hosted","Copyright Year 2014"
"ΕΛΛΗΝΙΚΑ ΠΕΤΡΕΛΑΙΑ ΕΛ.ΠΕ.","ΠΕΡΙΒΑΛΛΟΝΤΟΣ ΚΑΙ ΕΝΕΡΓΕΙΑΣ","ΑΝΩΝΥΜΕΣ ΕΤΑΙΡΕΙΕΣ","ΕΝΕΡΓΕΙΑΣ","ΕΚΤΟΣ","","https://www.hradf.com","Shockwave Flash Embed/Adobe Dreamweaver/PHP/","Apache/nginx/","yes","yes","Cloudflare Hosting","N/A"
"ΕΛΛΗΝΙΚΑ ΠΕΤΡΕΛΑΙΑ ΑΝΑΝΕΩΣΙΜΕΣ ΠΗΓΕΣ ΕΝΕΡΓΕΙΑΣ","ΠΕΡΙΒΑΛΛΟΝΤΟΣ ΚΑΙ ΕΝΕΡΓΕΙΑΣ","ΑΝΩΝΥΜΕΣ ΕΤΑΙΡΕΙΕΣ","ΕΝΕΡΓΕΙΑΣ","ΕΚΤΟΣ","ΘΥΓΑΤΡΙΚΗ ΤΗΣ ΕΛ.ΠΕ.","www.elperes.gr/","PHP/","Apache/Apache 2.2/Apache 2.4/","yes","yes","iomart","N/A"
"ΕΛΛΗΝΙΚΑ ΣΥΣΤΗΜΑΤΑ ΠΑΡΑΓΩΓΗΣ ΠΟΛΙΤΙΚΩΝ ΠΡΟΪΟΝΤΩΝ ΑΒΕΕ","ΕΘΝΙΚΗΣ ΑΜΥΝΑΣ","ΑΝΩΝΥΜΕΣ ΕΤΑΙΡΕΙΕΣ","","ΕΝΤΟΣ","","https://www.egnomi.gr","Shockwave Flash Embed/","Apache/","yes","yes","iomart","N/A"
"ΕΛΛΗΝΙΚΑ ΤΑΧΥΔΡΟΜΕΙΑ ΕΛ.ΤΑ.","ΨΗΦΙΑΚΗΣ ΠΟΛΙΤΙΚΗΣ ΤΗΛΕΠΙΚΟΙΝΩΝΙΩΝ ΚΑΙ ΕΝΗΜΕΡΩΣΗΣ","ΑΝΩΝΥΜΕΣ ΕΤΑΙΡΕΙΕΣ","ΤΗΛΕΠΙΚΟΙΝΩΝΙΩΝ","ΕΚΤΟΣ","","https://www.elta.gr","Telerik Controls/ASP.NET Ajax/ASP.NET/Adobe Dreamweaver/Shockwave Flash Embed/ASP.NET 4.0/","Apache/IIS 7/IIS/IIS 5/","yes","yes","Dedicated Hosting","Copyright Year 2012"
"ΕΛΛΗΝΙΚΑ ΧΡΗΜΑΤΙΣΤΗΡΙΑ ΑΝΩΝΥΜΗ ΕΤΑΙΡΕΙΑ ΣΥΜΜΕΤΟΧΩΝ","ΟΙΚΟΝΟΜΙΚΩΝ","ΑΝΩΝΥΜΕΣ ΕΤΑΙΡΕΙΕΣ","","ΕΚΤΟΣ","","https://www.naftemporiki.gr","ASP.NET/","IIS 8/IIS/IIS 6/","yes","yes","CenturyLink","N/A"
"ΕΛΛΗΝΙΚΕΣ ΑΛΥΚΕΣ ΑΕ","ΑΠΟΚΕΝΤΡΩΜΕΝΕΣ ΔΙΟΙΚΗΣΕΙΣ","ΑΝΩΝΥΜΕΣ ΕΤΑΙΡΕΙΕΣ","","ΕΚΤΟΣ","ΣΥΝΕΠΟΠΤΕΙΑ ΜΕ ΥΠΟΙΚ","saltworks.gr","","nginx/","N/A","yes","Zen Internet","N/A"
"ΕΛΛΗΝΙΚΕΣ ΑΛΥΚΕΣ ΑΕ","ΟΙΚΟΝΟΜΙΚΩΝ","ΑΝΩΝΥΜΕΣ ΕΤΑΙΡΕΙΕΣ","","ΕΚΤΟΣ","ΣΥΝΕΠΟΠΤΕΙΑ ΜΕ ΑΠΟΚΕΝΤΡΩΜΕΝΗ ΔΙΟΙΚΗΣΗ ΠΕΛΟΠΟΝΝΗΣΟΥ - ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ - ΙΟΝΙΟΥ","saltworks.gr","","nginx/","N/A","yes","Zen Internet","N/A"
"ΕΛΛΗΝΙΚΗ ΑΕΡΟΠΟΡΙΚΗ ΒΙΟΜΗΧΑΝΙΑ","ΟΙΚΟΝΟΜΙΚΩΝ","ΑΝΩΝΥΜΕΣ ΕΤΑΙΡΕΙΕΣ","","ΕΝΤΟΣ","","www.haicorp.com/el/","","Apache/","N/A","N/A","self hosted","N/A"
"ΕΛΛΗΝΙΚΗ ΑΕΡΟΠΟΡΙΚΗ ΒΙΟΜΗΧΑΝΙΑ ΠΑΓΙΩΝ","ΟΙΚΟΝΟΜΙΚΩΝ","ΝΟΜΙΚΑ ΠΡΟΣΩΠΑ ΔΗΜΟΣΙΟΥ ΔΙΚΑΙΟΥ","","ΕΝΤΟΣ","","publicbodies.org","Express/Heroku Vegur Proxy/","Cowboy/","yes","yes","Cloudflare Hosting","Copyright Year 2013"
"ΕΛΛΗΝΙΚΗ ΑΣΤΥΝΟΜΙΑ","ΕΣΩΤΕΡΙΚΩΝ","ΔΗΜΟΣΙΕΣ ΥΠΗΡΕΣΙΕΣ - ΣΩΜΑΤΑ ΑΣΦΑΛΕΙΑΣ","ΔΗΜΟΣΙΑΣ ΤΑΞΗΣ ΚΑΙ ΠΡΟΣΤΑΣΙΑΣ ΤΟΥ ΠΟΛΙΤΗ","ΕΝΤΟΣ","","noWebsite","","","","","",""
"ΕΛΛΗΝΙΚΗ ΒΙΟΜΗΧΑΝΙΑ ΟΧΗΜΑΤΩΝ","ΟΙΚΟΝΟΜΙΚΩΝ","ΑΝΩΝΥΜΕΣ ΕΤΑΙΡΕΙΕΣ","","ΕΝΤΟΣ","","www.elvo.gr/","Shockwave Flash Embed/PHP/","Apache/Apache 2.2/","N/A","yes","Linode","Copyright Year 2012"
"ΕΛΛΗΝΙΚΗ ΔΙΑΧΕΙΡΙΣΤΙΚΗ ΕΤΑΙΡΕΙΑ ΥΔΡΟΓΟΝΑΝΘΡΑΚΩΝ","ΠΕΡΙΒΑΛΛΟΝΤΟΣ ΚΑΙ ΕΝΕΡΓΕΙΑΣ","ΑΝΩΝΥΜΕΣ ΕΤΑΙΡΕΙΕΣ","ΕΝΕΡΓΕΙΑΣ","ΕΝΤΟΣ","","https://www.greekhydrocarbons.gr","PHP/","Apache 2.4/Apache/nginx/","yes","yes","self hosted","N/A"
"ΕΛΛΗΝΙΚΗ ΕΘΝΙΚΗ ΕΠΙΤΡΟΠΗ ΓΙΑ ΤΗΝ UNESCO","ΕΞΩΤΕΡΙΚΩΝ","ΝΟΜΙΚΑ ΠΡΟΣΩΠΑ ΙΔΙΩΤΙΚΟΥ ΔΙΚΑΙΟΥ","","ΕΝΤΟΣ","","www.unesco-hellas.gr","Microsoft Frontpage/ASP.NET/","IIS/IIS 7/","N/A","N/A","self hosted","N/A"
"ΕΛΛΗΝΙΚΗ ΕΝΩΣΗ ΝΑΥΤΙΚΟΥ ΔΙΚΑΙΟΥ","ΝΑΥΤΙΛΙΑΣ ΚΑΙ ΝΗΣΙΩΤΙΚΗΣ ΠΟΛΙΤΙΚΗΣ","ΝΟΜΙΚΑ ΠΡΟΣΩΠΑ ΙΔΙΩΤΙΚΟΥ ΔΙΚΑΙΟΥ","","ΕΚΤΟΣ","","https://www.maritimelawyers.gr","","Apache/nginx/","N/A","yes","netcup","N/A"
"ΕΛΛΗΝΙΚΗ ΕΠΙΤΡΟΠΗ ΑΤΟΜΙΚΗΣ ΕΝΕΡΓΕΙΑΣ","ΠΑΙΔΕΙΑΣ ΕΡΕΥΝΑΣ ΚΑΙ ΘΡΗΣΚΕΥΜΑΤΩΝ","ΝΟΜΙΚΑ ΠΡΟΣΩΠΑ ΔΗΜΟΣΙΟΥ ΔΙΚΑΙΟΥ","ΕΡΕΥΝΑΣ ΚΑΙ ΤΕΧΝΟΛΟΓΙΑΣ","ΕΝΤΟΣ","","https://eeae.gr/","PHP/","Apache 2.2/Apache/","yes","yes","Dedicated Hosting","Copyright Year 2015"
"ΕΛΛΗΝΙΚΗ ΕΤΑΙΡΕΙΑ ΕΠΕΝΔΥΣΕΩΝ ΚΑΙ ΕΞΩΤΕΡΙΚΟΥ ΕΜΠΟΡΙΟΥ","ΟΙΚΟΝΟΜΙΑΣ ΚΑΙ ΑΝΑΠΤΥΞΗΣ","ΑΝΩΝΥΜΕΣ ΕΤΑΙΡΕΙΕΣ","ΟΙΚΟΝΟΜΙΑΣ","ΕΝΤΟΣ","","https://www.enterprisegreece.gov.gr","Foundation/PHP/","nginx/","N/A","yes","SingleHop","Copyright Year 2018"
"ΕΛΛΗΝΙΚΗ ΕΤΑΙΡΕΙΑ ΣΥΜΜΕΤΟΧΩΝ ΚΑΙ ΠΕΡΙΟΥΣΙΑΣ","ΟΙΚΟΝΟΜΙΚΩΝ","ΑΝΩΝΥΜΕΣ ΕΤΑΙΡΕΙΕΣ","","ΕΚΤΟΣ","","www.hcap.gr","PHP/PHP 7/","Apache 2.2/Apache/Apache 2.4/","yes","N/A","Dedicated Hosting","Copyright Year 2017"
"ΕΛΛΗΝΙΚΗ ΕΤΑΙΡΕΙΑ ΤΟΠΙΚΗΣ ΑΝΑΠΤΥΞΗΣ ΚΑΙ ΑΥΤΟΔΙΟΙΚΗΣΗΣ","ΕΣΩΤΕΡΙΚΩΝ","ΑΝΩΝΥΜΕΣ ΕΤΑΙΡΕΙΕΣ","ΕΣΩΤΕΡΙΚΩΝ","ΕΚΤΟΣ","","noWebsite","","","","","",""
"ΕΛΛΗΝΙΚΗ ΛΑΟΓΡΑΦΙΚΗ ΕΤΑΙΡΕΙΑ","ΠΟΛΙΤΙΣΜΟΥ ΚΑΙ ΑΘΛΗΤΙΣΜΟΥ","ΚΟΙΝΩΦΕΛΗ ΙΔΡΥΜΑΤΑ","ΠΟΛΙΤΙΣΜΟΥ","ΕΚΤΟΣ","","https://www.laographiki.gr/","","Apache/Varnish/nginx/","yes","yes","Hetzner","N/A"
"ΕΛΛΗΝΙΚΗ ΟΔΟΝΤΙΑΤΡΙΚΗ ΟΜΟΣΠΟΝΔΙΑ","ΥΓΕΙΑΣ","ΝΟΜΙΚΑ ΠΡΟΣΩΠΑ ΔΗΜΟΣΙΟΥ ΔΙΚΑΙΟΥ","","ΕΝΤΟΣ","","www.eoo.gr/","","nginx/","N/A","yes","Zen Internet","N/A"
"ΕΛΛΗΝΙΚΗ ΟΛΥΜΠΙΑΚΗ ΕΠΙΤΡΟΠΗ","ΠΟΛΙΤΙΣΜΟΥ ΚΑΙ ΑΘΛΗΤΙΣΜΟΥ","ΝΟΜΙΚΑ ΠΡΟΣΩΠΑ ΔΗΜΟΣΙΟΥ ΔΙΚΑΙΟΥ","ΑΘΛΗΤΙΣΜΟΥ","ΕΝΤΟΣ","","www.hoc.gr/","Ruby on Rails/Silverlight/PHP/Sucuri Cloudproxy/","nginx/Apache/","yes","yes","Dedicated Hosting","N/A"
"ΕΛΛΗΝΙΚΗ ΡΑΔΙΟΦΩΝΙΑ ΤΗΛΕΟΡΑΣΗ Ε.Ρ.Τ.","ΨΗΦΙΑΚΗΣ ΠΟΛΙΤΙΚΗΣ ΤΗΛΕΠΙΚΟΙΝΩΝΙΩΝ ΚΑΙ ΕΝΗΜΕΡΩΣΗΣ","ΑΝΩΝΥΜΕΣ ΕΤΑΙΡΕΙΕΣ","ΕΝΗΜΕΡΩΣΗΣ","ΕΝΤΟΣ","","https://www.ert.gr","PHP/Silverlight/Shockwave Flash Embed/ASP.NET/Kallyas/Newsmag/","nginx/Varnish/Apache/IIS/IIS 6/","yes","N/A","Amazon Ireland Region","Copyright Year 2016"
"ΕΛΛΗΝΙΚΗ ΥΠΗΡΕΣΙΑ ΔΙΕΡΕΥΝΗΣΗΣ ΝΑΥΤΙΚΩΝ ΑΤΥΧΗΜΑΤΩΝ ΚΑΙ ΣΥΜΒΑΝΤΩΝ","ΝΑΥΤΙΛΙΑΣ ΚΑΙ ΝΗΣΙΩΤΙΚΗΣ ΠΟΛΙΤΙΚΗΣ","ΑΥΤΟΤΕΛΕΙΣ ΔΗΜΟΣΙΕΣ ΥΠΗΡΕΣΙΕΣ","","ΕΝΤΟΣ","","www.hbmci.gov.gr/","","nginx/nginx 1.6/","N/A","yes","self hosted","N/A"
"ΕΛΛΗΝΙΚΟ - ΕΤΑΙΡΕΙΑ ΔΙΑΧΕΙΡΙΣΗΣ ΚΑΙ ΑΞΙΟΠΟΙΗΣΗΣ ΑΚΙΝΗΤΩΝ ΕΛΛΗΝΙΚΟΥ ΑΕΡΟΔΡΟΜΙΟΥ Α.Ε.","ΟΙΚΟΝΟΜΙΚΩΝ","ΑΝΩΝΥΜΕΣ ΕΤΑΙΡΕΙΕΣ","","ΕΚΤΟΣ","","https://peegep.gr","PHP/Adobe Dreamweaver/Twenty Twelve/PHP 7/","nginx/Apache 2.2/Apache/Apache 2.4/","yes","yes","Hetzner","N/A"
